movieId,imdbId,genres
3702,0079501,Action
3703,0082694,Action
3729,0067741,Action
3740,0090728,Action
3744,0162650,Action
3793,0120903,Action
3809,0103241,Comedy
4006,0092106,Animation
5060,0066026,Comedy
318,0111161,Drama
1704,0119217,Drama
6874,0266697,Action
8798,0369339,Crime
46970,0415306,Comedy
48516,0407887,Crime
58559,0468569,Action
60756,0838283,Comedy
68157,0361748,Adventure
71535,1156398,Adventure
74458,1130884,Mystery
77455,1587707,Documentary
79132,1375666,Action
80489,0840361,Crime
80906,1645089,Documentary
86345,1421373,Comedy
89774,1291584,Drama
91529,1345836,Action
91658,1568346,Crime
99114,1853728,Drama
106782,0993846,Biography
109487,0816692,Adventure
112552,2582802,Drama
114060,1600196,Crime
115713,0470752,Drama
122882,1392190,Action
131724,4299972,Documentary
31,0112792,Biography
647,0115956,Action
688,0114048,Action
849,0116225,Action
914,0058385,Drama
1093,0101761,Biography
1124,0082846,Drama
1263,0077416,Drama
1272,0066206,Biography
1302,0097351,Drama
1371,0079945,Adventure
2080,0048280,Animation
2288,0084787,Horror
2424,0128853,Comedy
2851,0081454,Adventure
3024,0078087,Comedy
3210,0083929,Comedy
3949,0180093,Drama
4518,0095488,Comedy
5048,0281373,Adventure
5181,0080836,Action
5746,0082431,Action
5764,0082677,Drama
5919,0083557,Sci-Fi
6238,0099699,Comedy
6835,0082000,Horror
7899,0072913,Action
7991,0072856,Action
26409,0078062,Horror
70946,0105643,Comedy
72378,1190080,Action
21,0113161,Comedy
32,0114746,Mystery
45,0114681,Comedy
52,0113819,Comedy
58,0110877,Biography
106,0110251,Comedy
125,0116324,Comedy
126,0110647,Adventure
162,0109508,Documentary
171,0113464,Comedy
176,0113677,Comedy
190,0114323,Drama
215,0112471,Drama
222,0112679,Drama
232,0111797,Comedy
247,0110005,Biography
265,0103994,Drama
319,0111149,Crime
342,0110598,Comedy
345,0109045,Comedy
348,0109348,Comedy
351,0109484,Comedy
357,0109831,Comedy
368,0110478,Action
417,0109219,Comedy
450,0111732,Comedy
475,0107207,Biography
492,0107507,Comedy
509,0107822,Drama
538,0108149,Comedy
539,0108160,Comedy
588,0103639,Animation
595,0101414,Animation
599,0065214,Action
708,0117979,Comedy
759,0110480,Documentary
800,0116905,Drama
892,0117991,Comedy
898,0032904,Comedy
899,0045152,Comedy
902,0054698,Comedy
904,0047396,Mystery
908,0053125,Adventure
910,0053291,Comedy
912,0034583,Drama
920,0031381,Drama
930,0038787,Drama
937,0050658,Comedy
1046,0115640,Comedy
1057,0116242,Comedy
1077,0070707,Comedy
1079,0095159,Comedy
1084,0061418,Action
1086,0046912,Crime
1094,0104036,Crime
1103,0048545,Drama
1179,0099703,Crime
1183,0116209,Drama
1188,0105488,Comedy
1199,0088846,Drama
1203,0050083,Drama
1211,0093191,Drama
1225,0086879,Biography
1250,0050212,Adventure
1259,0092005,Adventure
1266,0105695,Drama
1279,0102536,Comedy
1283,0044706,Drama
1288,0088258,Comedy
1304,0064115,Biography
1391,0116996,Comedy
1449,0118111,Comedy
1466,0119008,Biography
1597,0118883,Action
1641,0119164,Comedy
1719,0120255,Drama
1733,0118566,Comedy
1734,0119590,Drama
1834,0120176,Drama
1860,0119448,Crime
1883,0118798,Comedy
1885,0120777,Comedy
1892,0120787,Crime
1895,0127723,Comedy
1907,0120762,Animation
1914,0120321,Comedy
1916,0118789,Comedy
1923,0129387,Comedy
1947,0055614,Crime
1966,0100142,Comedy
1968,0088847,Comedy
2019,0047478,Action
2076,0090756,Drama
2109,0079367,Comedy
2145,0091790,Comedy
2150,0080801,Adventure
2186,0044079,Crime
2203,0036342,Thriller
2204,0035279,Thriller
2282,0126604,Comedy
2324,0118799,Comedy
2336,0127536,Biography
2351,0050783,Drama
2359,0166396,Comedy
2390,0147004,Comedy
2467,0091605,Crime
2583,0126250,Comedy
2599,0126886,Comedy
2683,0145660,Action
2712,0120663,Drama
2762,0167404,Drama
2763,0155267,Crime
2770,0131325,Comedy
2791,0080339,Comedy
2843,0118843,Comedy
2874,0050814,Comedy
2921,0068699,Drama
2926,0095270,Comedy
2973,0097123,Comedy
3044,0101669,Crime
3060,0101605,Comedy
3079,0178737,Comedy
3083,0185125,Drama
3160,0175880,Drama
3175,0177789,Adventure
3204,0077269,Drama
3255,0104694,Comedy
3317,0185014,Comedy
3358,0101698,Comedy
3365,0049730,Adventure
3408,0195685,Biography
3481,0146882,Comedy
3508,0075029,Western
3538,0166175,Comedy
3591,0085970,Comedy
3788,0060176,Drama
3851,0251739,Documentary
3897,0181875,Adventure
3911,0218839,Comedy
3967,0249462,Drama
3996,0190332,Action
4002,0093748,Comedy
4014,0241303,Drama
4020,0219699,Drama
4021,0247196,Biography
4027,0190590,Adventure
4029,0120202,Comedy
4033,0146309,Drama
4034,0181865,Crime
4074,0234805,Drama
4121,0093260,Action
4144,0118694,Drama
4166,0251031,Comedy
4226,0209144,Mystery
4239,0221027,Biography
4246,0243155,Comedy
4252,0255094,Drama
4260,0199129,Drama
4273,0240913,Drama
4308,0203009,Drama
4347,0234288,Comedy
4381,0243493,Comedy
4641,0162346,Comedy
4741,0203166,Comedy
4765,0242587,Crime
4881,0243133,Crime
4896,0241527,Adventure
4902,0256009,Drama
4967,0283509,Comedy
34,0112431,Comedy
36,0112818,Crime
39,0112697,Comedy
150,0112384,Adventure
153,0112462,Action
253,0110148,Drama
261,0110367,Drama
266,0110322,Drama
290,0110729,Crime
300,0110932,Biography
344,0109040,Comedy
364,0110357,Animation
380,0111503,Action
410,0106220,Comedy
474,0107206,Action
515,0107943,Drama
531,0108071,Drama
534,0108101,Biography
589,0103064,Action
594,0029583,Animation
597,0100405,Comedy
2,0113497,Adventure
4,0114885,Comedy
5,0113041,Comedy
7,0114319,Comedy
8,0112302,Adventure
10,0113189,Action
11,0112346,Comedy
13,0112453,Animation
15,0112760,Action
16,0112641,Crime
17,0114388,Drama
19,0112281,Adventure
22,0112722,Drama
24,0114168,Drama
25,0113627,Drama
26,0114057,Drama
27,0114011,Comedy
41,0114279,Drama
43,0114272,Biography
46,0113347,Comedy
54,0112499,Comedy
60,0113419,Drama
61,0116260,Crime
62,0113862,Drama
65,0115683,Comedy
66,0116839,Action
76,0114367,Horror
79,0116731,Crime
86,0118158,Adventure
87,0116151,Comedy
88,0115697,Comedy
89,0113972,Action
92,0117002,Drama
93,0114825,Comedy
95,0115759,Action
100,0115907,Drama
102,0117102,Comedy
104,0116483,Comedy
105,0112579,Drama
112,0113326,Action
113,0115645,Crime
135,0116130,Comedy
140,0118055,Drama
141,0115685,Comedy
145,0112442,Action
146,0112342,Adventure
158,0112642,Comedy
159,0112688,Crime
160,0112715,Action
161,0112740,Action
165,0112864,Action
168,0113071,Action
170,0113243,Comedy
174,0113500,Comedy
177,0113690,Horror
179,0113729,Comedy
180,0113749,Comedy
181,0113820,Action
185,0113957,Action
186,0113986,Comedy
189,0114241,Comedy
191,0114345,Drama
195,0114496,Comedy
196,0114508,Action
201,0114663,Drama
204,0114781,Action
205,0114798,Comedy
207,0114887,Drama
208,0114898,Action
209,0114928,Drama
210,0114938,Action
212,0112602,Adventure
217,0112438,Drama
218,0112571,Comedy
219,0112757,Drama
224,0112883,Comedy
225,0109635,Drama
230,0109642,Crime
234,0109758,Comedy
236,0113117,Comedy
237,0113097,Comedy
239,0113198,Animation
240,0113303,Fantasy
243,0113199,Comedy
248,0110066,Comedy
250,0110006,Comedy
251,0113360,Action
252,0110099,Comedy
254,0113463,Biography
256,0110216,Comedy
257,0113501,Action
258,0113538,Adventure
262,0113670,Drama
267,0110443,Adventure
270,0110391,Comedy
271,0113691,Drama
273,0109836,Drama
274,0113755,Comedy
276,0110516,Comedy
277,0110527,Family
279,0113896,Drama
281,0110684,Comedy
282,0110638,Drama
288,0110632,Action
289,0110737,Comedy
291,0114151,Drama
292,0114069,Action
293,0110413,Action
302,0110963,Biography
303,0114214,Action
304,0114296,Comedy
310,0114268,Drama
312,0114571,Comedy
313,0111333,Animation
314,0111112,Drama
315,0111255,Action
317,0111070,Comedy
327,0114614,Action
329,0111280,Action
330,0114609,Crime
332,0114852,Horror
336,0114888,Action
337,0108550,Drama
339,0114924,Comedy
340,0111667,Drama
343,0112435,Comedy
347,0104779,Drama
350,0109446,Crime
352,0109504,Comedy
353,0109506,Action
354,0109450,Biography
355,0109813,Comedy
358,0113305,Crime
359,0110091,Comedy
360,0110093,Action
361,0110167,Comedy
366,0111686,Fantasy
370,0110622,Comedy
371,0110771,Comedy
374,0110989,Comedy
377,0111257,Action
378,0111256,Comedy
381,0111693,Drama
382,0111742,Drama
383,0111756,Adventure
405,0110027,Action
412,0106226,Drama
415,0106292,Comedy
416,0109198,Action
419,0106400,Comedy
426,0106452,Horror
432,0109439,Comedy
434,0106582,Action
435,0106598,Comedy
437,0109480,Comedy
440,0106673,Comedy
445,0106873,Comedy
454,0106918,Drama
455,0106965,Adventure
458,0107004,Drama
460,0109891,Comedy
466,0107144,Action
468,0112966,Comedy
469,0107151,Drama
472,0110097,Comedy
477,0108551,Biography
485,0107362,Action
489,0107478,Comedy
490,0107497,Crime
491,0107501,Drama
493,0107554,Crime
494,0116253,Action
497,0107616,Comedy
502,0110657,Action
505,0110687,Adventure
508,0107818,Drama
510,0107840,Drama
516,0110971,Comedy
520,0107977,Adventure
524,0108002,Biography
532,0111127,Comedy
536,0111194,Drama
537,0111201,Comedy
540,0108162,Drama
542,0108186,Comedy
546,0108255,Adventure
548,0111400,Action
569,0110363,Comedy
575,0110366,Comedy
587,0099653,Drama
606,0112625,Horror
609,0116552,Adventure
616,0065421,Animation
628,0117381,Crime
631,0115509,Animation
637,0117608,Comedy
640,0116095,Drama
662,0116287,Drama
667,0112536,Action
694,0117774,Action
697,0116289,Comedy
700,0112368,Comedy
704,0117420,Action
709,0095776,Animation
710,0115851,Comedy
711,0116322,Adventure
719,0117108,Comedy
747,0117768,Adventure
762,0117765,Comedy
765,0116669,Comedy
775,0063715,Drama
783,0116583,Animation
795,0111237,Comedy
799,0116365,Comedy
801,0116493,Comedy
802,0117333,Drama
818,0118073,Comedy
830,0116313,Comedy
835,0116353,Drama
837,0117008,Comedy
838,0116191,Comedy
839,0115986,Action
842,0117826,Comedy
848,0117718,Drama
852,0117918,Comedy
867,0115836,Comedy
880,0116654,Horror
881,0116311,Family
888,0113596,Animation
891,0113253,Horror
979,0114007,Drama
981,0118927,Action
986,0116329,Adventure
991,0117039,Biography
996,0116830,Action
999,0115438,Comedy
1004,0116421,Action
1006,0115862,Crime
1061,0117665,Crime
1064,0115491,Animation
1082,0068334,Comedy
750,0057012,Comedy
924,0062622,Adventure
1101,0092099,Action
1246,0097165,Comedy
1584,0118884,Drama
1610,0099810,Action
1682,0120382,Comedy
1784,0119822,Comedy
1917,0120591,Action
2671,0125439,Comedy
2688,0144214,Crime
2701,0120891,Action
2717,0097428,Action
3114,0120363,Animation
3354,0183523,Adventure
3623,0120755,Action
3869,0102510,Comedy
3916,0210945,Biography
3977,0160127,Action
3994,0217869,Drama
4018,0207201,Comedy
4223,0215750,Drama
4306,0126029,Animation
4310,0213149,Action
4370,0212720,Drama
4643,0133152,Action
4700,0247638,Comedy
4844,0219965,Comedy
4874,0272152,Drama
4886,0198781,Animation
4963,0240772,Crime
4993,0120737,Action
4995,0268978,Biography
5218,0268380,Animation
5349,0145487,Action
5378,0121765,Action
5445,0181689,Action
5459,0120912,Action
5464,0257044,Crime
5502,0286106,Drama
5618,0245429,Animation
5816,0295297,Adventure
5952,0167261,Adventure
5989,0264464,Biography
5991,0299658,Comedy
6333,0290334,Action
6365,0234215,Action
6534,0286716,Action
6539,0325980,Action
6863,0332379,Comedy
6934,0242653,Action
7143,0325710,Action
7153,0167260,Adventure
7155,0337909,Comedy
7445,0328107,Action
8207,0069947,Crime
8360,0298148,Animation
8368,0304141,Adventure
8373,0327162,Comedy
8528,0364725,Comedy
8636,0316654,Action
8665,0372183,Action
8666,0327554,Action
8783,0368447,Drama
8808,0368933,Comedy
8865,0346156,Action
8870,0356618,Drama
8907,0307453,Animation
8908,0349710,Action
8949,0375063,Comedy
8957,0387564,Horror
8958,0350258,Biography
8961,0317705,Animation
8965,0338348,Animation
8970,0308644,Biography
8972,0368891,Action
8984,0349903,Crime
27741,0351817,Drama
30812,0338751,Biography
30816,0293508,Drama
31878,0373074,Action
32029,0340163,Action
32031,0358082,Animation
32296,0385307,Action
32587,0401792,Crime
33162,0320661,Action
33493,0121766,Action
33794,0372784,Action
33836,0374536,Comedy
34048,0407304,Adventure
34319,0399201,Action
37741,0379725,Biography
38388,0380389,Adventure
42002,0395251,Comedy
45499,0376994,Action
45517,0317219,Animation
45668,0410297,Drama
45730,0452637,Drama
46530,0348150,Action
48783,0418689,Action
48997,0396171,Crime
49272,0381061,Action
49278,0453467,Action
49286,0457939,Comedy
49824,0443489,Drama
586,0099785,Comedy
187,0114095,Comedy
627,0113613,Comedy
922,0043014,Drama
1037,0104692,Horror
1095,0104348,Crime
1674,0090329,Crime
1987,0081383,Horror
2011,0096874,Adventure
2023,0099674,Crime
2300,0063462,Comedy
2877,0073812,Drama
2901,0079714,Horror
3173,0146838,Drama
3328,0165798,Action
3735,0070666,Biography
4131,0093477,Comedy
4558,0096320,Comedy
5447,0286179,Drama
5451,0265591,Comedy
5481,0295178,Action
5507,0295701,Action
5841,0102782,Adventure
5843,0103112,Action
5872,0246460,Action
5890,0279064,Comedy
5891,0077713,Horror
5893,0110308,Crime
5902,0268126,Comedy
5956,0217505,Crime
5962,0106453,Drama
5965,0075968,Drama
5988,0091814,Crime
6001,0085794,Comedy
6044,0086978,Horror
1028,0058331,Comedy
1088,0092890,Drama
1247,0061722,Comedy
1307,0098635,Comedy
3882,0204946,Comedy
4447,0250494,Comedy
5066,0281358,Drama
5377,0276751,Comedy
5620,0256415,Comedy
5943,0252076,Comedy
5957,0313737,Comedy
6155,0251127,Comedy
6266,0286788,Comedy
6377,0266543,Animation
6535,0333780,Comedy
6942,0314331,Comedy
7149,0337741,Comedy
7151,0335119,Biography
7154,0304415,Drama
7169,0360139,Comedy
7293,0343660,Comedy
7375,0337697,Comedy
7451,0377092,Comedy
7458,0332452,Drama
8529,0362227,Comedy
8533,0332280,Drama
8869,0361620,Comedy
8969,0317198,Comedy
30749,0395169,Biography
31433,0372532,Comedy
31685,0386588,Comedy
33145,0391304,Comedy
33679,0356910,Action
40629,0414387,Drama
40819,0358273,Biography
41285,0416320,Drama
47099,0454921,Biography
51662,0416449,Action
51705,0482088,Comedy
51834,0416508,Biography
54286,0440963,Action
56367,0467406,Comedy
56949,0988595,Comedy
58047,0832266,Comedy
59333,0866439,Comedy
59421,1033643,Comedy
60397,0795421,Comedy
60950,0497465,Comedy
61250,0852713,Comedy
63113,0830515,Action
63992,1099212,Drama
64969,1068680,Comedy
66203,1001508,Comedy
68954,1049413,Animation
69406,1041829,Comedy
69844,0417741,Action
70183,1142988,Comedy
70293,1135503,Biography
71579,1174732,Drama
72011,1193138,Comedy
72330,1134629,Comedy
72407,1259571,Adventure
72720,1315981,Drama
72737,0780521,Animation
72998,0499549,Action
73017,0988045,Action
74450,0817230,Comedy
77841,1210106,Adventure
78772,1325004,Adventure
79091,1323594,Animation
80549,1282140,Comedy
81784,1126618,Comedy
81845,1504320,Biography
81847,0398286,Animation
82167,0758752,Comedy
82499,1341188,Comedy
84374,1411238,Comedy
86548,1067583,Drama
87222,1302011,Animation
88163,1570728,Comedy
88810,1454029,Drama
91104,1324999,Adventure
92259,1675434,Biography
94070,1412386,Comedy
95167,1217209,Animation
95449,1915581,Comedy
95510,0948470,Action
95543,1667889,Animation
96079,1074638,Action
97024,2053425,Drama
97938,0454876,Adventure
98203,1673434,Adventure
103335,1690953,Animation
103339,2334879,Action
104374,2194499,Comedy
105211,2390361,Comedy
106489,1170358,Adventure
106696,2294629,Animation
107141,2140373,Biography
109374,2278388,Adventure
109853,2355495,Comedy
112006,2112281,Animation
113275,2980648,Comedy
113394,2140577,Comedy
119145,2802144,Action
129428,2555736,Comedy
136020,2379713,Action
137595,2268016,Comedy
140110,2361509,Comedy
44,0113855,Action
376,0110997,Adventure
511,0107889,Action
529,0108065,Biography
1100,0099371,Action
1358,0117666,Drama
1370,0099423,Action
1385,0105690,Action
1438,0118928,Action
1518,0118771,Crime
1586,0119173,Action
1604,0119695,Action
1608,0118571,Action
1616,0119874,Action
1687,0119395,Action
1693,0118607,Biography
1721,0120338,Drama
1840,0124718,Drama
1882,0120685,Action
1918,0122151,Action
2002,0104714,Action
2027,0120741,Comedy
1357,0117631,Biography
1405,0115641,Animation
1876,0120647,Action
2072,0096734,Comedy
2100,0088161,Comedy
2421,0091326,Action
2485,0160862,Comedy
2572,0147800,Comedy
2581,0151738,Comedy
2694,0142342,Comedy
3668,0063518,Drama
305,0110907,Comedy
1173,0097108,Crime
1590,0119081,Horror
1619,0120102,Adventure
1639,0118842,Comedy
2541,0139134,Drama
3300,0134847,Horror
3409,0195714,Horror
3513,0160797,Drama
3624,0184894,Action
3717,0187078,Action
3753,0187393,Action
3798,0161081,Drama
3827,0186566,Action
3863,0209958,Horror
3893,0171580,Comedy
3952,0208874,Drama
4011,0208092,Comedy
4148,0212985,Crime
193,0114436,Drama
448,0106881,Drama
784,0115798,Comedy
172,0113481,Action
858,0068646,Crime
1200,0090605,Action
1347,0087800,Horror
1527,0119116,Action
1653,0119177,Drama
1909,0120902,Drama
2001,0097733,Action
2081,0097757,Animation
2085,0055254,Animation
2278,0122690,Action
3156,0182789,Comedy
3499,0100157,Drama
3510,0186151,Crime
3535,0144084,Comedy
3555,0141926,Action
4022,0162222,Adventure
4720,0230600,Horror
5971,0096283,Animation
6502,0289043,Drama
7254,0289879,Drama
7438,0378194,Action
8644,0343818,Action
48304,0472043,Action
48774,0206634,Drama
48780,0482571,Drama
50872,0382932,Animation
56174,0480249,Adventure
59315,0371746,Action
60069,0910970,Animation
63859,0397892,Animation
64614,1205489,Drama
68237,1182345,Drama
69757,1022603,Comedy
70286,1136608,Action
71057,0472033,Animation
71264,0844471,Animation
84152,1219289,Sci-Fi
84954,1385826,Romance
85414,0945513,Action
89745,0848228,Action
91500,1392170,Action
94864,1446714,Adventure
96610,1276104,Action
101864,1483013,Action
103249,0816711,Action
104841,1454468,Drama
105504,1535109,Biography
110102,1843866,Action
111759,1631867,Action
112556,2267998,Drama
112852,2015381,Action
115149,2911666,Action
120466,1823672,Action
122886,2488496,Action
122904,1431045,Action
122922,1211837,Action
122924,3385516,Action
134130,3659388,Adventure
134853,2096673,Animation
143385,3682448,Drama
152077,1179933,Drama
152081,2948356,Animation
158872,1700841,Animation
160980,3263904,Biography
166528,3748528,Action
166635,1355644,Drama
111,0075314,Crime
541,0083658,Action
678,0108181,Short
745,0112691,Animation
913,0033870,Film-Noir
1147,0118147,Documentary
1148,0108598,Animation
1186,0098724,Drama
1193,0073486,Drama
1201,0060196,Western
1207,0056592,Crime
1223,0104361,Animation
1230,0075686,Comedy
1252,0071315,Drama
1260,0022100,Crime
1261,0092991,Comedy
1267,0056218,Drama
1276,0061512,Crime
1281,0032553,Comedy
1299,0087553,Biography
1680,0120148,Comedy
2490,0120784,Action
2707,0137363,Crime
2723,0132347,Action
3000,0119698,Animation
3022,0017925,Action
3108,0101889,Comedy
3174,0125664,Biography
3429,0099317,Animation
3683,0086979,Crime
3741,0069762,Crime
4878,0246578,Drama
4973,0211915,Comedy
5782,0082949,Action
6350,0092067,Animation
7099,0087544,Animation
7361,0338013,Drama
27611,0314979,Action
27773,0364569,Action
48394,0457430,Drama
78499,0435761,Animation
1036,0095016,Action
1209,0064116,Western
1221,0071562,Crime
1228,0081398,Biography
1234,0070735,Comedy
1375,0088170,Action
2194,0094226,Crime
3039,0086465,Comedy
3263,0105812,Comedy
3435,0036775,Crime
3681,0059578,Western
4571,0096928,Adventure
6016,0317248,Crime
6870,0327056,Crime
7482,0070034,Action
31658,0347149,Animation
64839,1125849,Drama
68358,0796366,Action
80463,1285016,Biography
81932,0964517,Biography
82459,1403865,Drama
431,0106519,Crime
442,0106697,Action
555,0108399,Crime
653,0116136,Action
778,0117951,Drama
1020,0106611,Adventure
1059,0117509,Drama
1212,0041959,Film-Noir
1227,0087843,Crime
1245,0100150,Crime
1356,0117731,Action
1374,0084726,Action
1544,0119567,Action
1729,0119396,Crime
1924,0052077,Horror
1961,0095953,Drama
2184,0048750,Comedy
2409,0079817,Drama
2410,0084602,Drama
2411,0089927,Drama
2412,0100507,Drama
2420,0087538,Action
2422,0097647,Action
2706,0163651,Comedy
2918,0091042,Comedy
2951,0058461,Action
2953,0104431,Adventure
3081,0162661,Fantasy
3257,0103855,Action
3275,0144117,Action
3462,0027977,Comedy
3751,0120630,Animation
3785,0175142,Comedy
3896,0202677,Action
4007,0094291,Crime
4262,0086250,Crime
4327,0054047,Action
4383,0228786,Crime
4728,0250687,Adventure
4816,0196229,Comedy
5008,0051201,Crime
5120,0069281,Mystery
5266,0258000,Crime
5418,0258463,Action
5574,0293662,Action
5608,0250258,Drama
5669,0310793,Documentary
5679,0298130,Horror
5903,0238380,Action
5944,0253754,Action
5995,0253474,Biography
6287,0305224,Comedy
6300,0236027,Action
6373,0315327,Comedy
6378,0317740,Action
6440,0101410,Comedy
6548,0172156,Action
6709,0285823,Action
6787,0074119,Biography
6807,0085959,Comedy
6888,0306047,Comedy
7018,0100404,Mystery
7147,0319061,Adventure
7317,0356150,Comedy
7318,0335345,Drama
7323,0301357,Comedy
7373,0167190,Action
7753,0207805,Biography
7843,0258760,Comedy
8117,0180748,Action
8361,0319262,Action
8641,0357413,Comedy
8784,0333766,Comedy
8917,0372588,Action
8950,0361862,Drama
26444,0081874,Adventure
26614,0094791,Action
27689,0337103,Action
27716,0342492,Comedy
27831,0375912,Action
27878,0388789,Documentary
30793,0367594,Adventure
32460,0119472,Action
33004,0371724,Adventure
33615,0351283,Animation
34150,0120667,Action
34405,0379786,Action
36519,0388482,Action
36529,0399295,Action
37386,0402022,Action
37729,0121164,Animation
37733,0399146,Drama
38038,0312004,Animation
38061,0373469,Action
44022,0438097,Animation
44191,0434409,Action
44199,0454848,Crime
44555,0405094,Drama
44665,0425210,Crime
45722,0383574,Action
46578,0449059,Comedy
46965,0417148,Action
47200,0479884,Action
47491,0418455,Comedy
49651,0479143,Action
51357,0112681,Biography
51540,0443706,Crime
52604,0488120,Crime
53125,0449088,Action
53129,0780571,Crime
53318,0460740,Comedy
53464,0486576,Action
53972,0337978,Action
53996,0418279,Action
54272,0462538,Animation
55118,0765443,Action
55247,0758758,Adventure
55276,0465538,Crime
55290,0452623,Crime
55765,0765429,Biography
56757,0408236,Drama
57528,0462499,Action
57640,0411477,Action
57669,0780536,Comedy
58295,0200465,Crime
58299,0451079,Animation
59615,0367882,Action
59784,0441773,Animation
60040,0800080,Action
60074,0448157,Action
60684,0409459,Action
62434,1007028,Comedy
63131,0430922,Comedy
64197,0986233,Biography
64957,0421715,Drama
65596,1259014,Action
