movieId,title,genres
1258,"Shining, The (1980)",Horror
1265,Groundhog Day (1993),Comedy|Fantasy|Romance
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi
1275,Highlander (1986),Action|Adventure|Fantasy
1278,Young Frankenstein (1974),Comedy|Fantasy
1282,Fantasia (1940),Animation|Children|Fantasy|Musical
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure
1298,Pink Floyd: The Wall (1982),Drama|Musical
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
1377,Batman Returns (1992),Action|Crime
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
1445,McHale's Navy (1997),Comedy|War
1473,Best Men (1997),Action|Comedy|Crime|Drama
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
1552,Con Air (1997),Action|Adventure|Thriller
1573,Face/Off (1997),Action|Crime|Drama|Thriller
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
1587,Conan the Barbarian (1982),Action|Adventure|Fantasy
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
1625,"Game, The (1997)",Drama|Mystery|Thriller
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
1676,Starship Troopers (1997),Action|Sci-Fi
1732,"Big Lebowski, The (1998)",Comedy|Crime
1777,"Wedding Singer, The (1998)",Comedy|Romance
1793,Welcome to Woop-Woop (1997),Comedy
1804,"Newton Boys, The (1998)",Crime|Drama
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller
1920,Small Soldiers (1998),Animation|Children|Fantasy|War
1927,All Quiet on the Western Front (1930),Action|Drama|War
1954,Rocky (1976),Drama
1967,Labyrinth (1986),Adventure|Fantasy|Musical
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
2018,Bambi (1942),Animation|Children|Drama
2028,Saving Private Ryan (1998),Action|Drama|War
2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
2048,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
2093,Return to Oz (1985),Adventure|Children|Fantasy
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
2096,Sleeping Beauty (1959),Animation|Children|Musical
2099,Song of the South (1946),Adventure|Animation|Children|Musical
2105,Tron (1982),Action|Adventure|Sci-Fi
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
2137,Charlotte's Web (1973),Animation|Children
2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
2143,Legend (1985),Adventure|Fantasy|Romance
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
2174,Beetlejuice (1988),Comedy|Fantasy
2193,Willow (1988),Action|Adventure|Fantasy
2253,Toys (1992),Comedy|Fantasy
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance
2329,American History X (1998),Crime|Drama
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
2353,Enemy of the State (1998),Action|Thriller
2366,King Kong (1933),Action|Adventure|Fantasy|Horror
2387,Very Bad Things (1998),Comedy|Crime
2389,Psycho (1998),Crime|Horror|Thriller
2395,Rushmore (1998),Comedy|Drama
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
2414,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller
2427,"Thin Red Line, The (1998)",Action|Drama|War
2450,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
2459,"Texas Chainsaw Massacre, The (1974)",Horror
2470,Crocodile Dundee (1986),Adventure|Comedy
2478,¡Three Amigos! (1986),Comedy|Western
2492,20 Dates (1998),Comedy|Romance
2502,Office Space (1999),Comedy|Crime
2528,Logan's Run (1976),Action|Adventure|Sci-Fi
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2580,Go (1999),Comedy|Crime
2596,SLC Punk! (1998),Comedy|Drama
2616,Dick Tracy (1990),Action|Crime
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
2640,Superman (1978),Action|Adventure|Sci-Fi
2641,Superman II (1980),Action|Sci-Fi
2644,Dracula (1931),Horror
2648,Frankenstein (1931),Drama|Horror|Sci-Fi
2654,"Wolf Man, The (1941)",Drama|Fantasy|Horror
2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
2692,Run Lola Run (Lola rennt) (1998),Action|Crime
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
2797,Big (1988),Comedy|Drama|Fantasy|Romance
2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy
2858,American Beauty (1999),Drama|Romance
2872,Excalibur (1981),Adventure|Fantasy
2899,Gulliver's Travels (1939),Adventure|Animation|Children
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
2944,"Dirty Dozen, The (1967)",Action|Drama|War
2947,Goldfinger (1964),Action|Adventure|Thriller
2948,From Russia with Love (1963),Action|Adventure|Thriller
2949,Dr. No (1962),Action|Adventure|Thriller
2959,Fight Club (1999),Action|Crime|Drama|Thriller
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
2991,Live and Let Die (1973),Action|Adventure|Thriller
2993,Thunderball (1965),Action|Adventure|Thriller
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy
3033,Spaceballs (1987),Comedy|Sci-Fi
3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
3052,Dogma (1999),Adventure|Comedy|Fantasy
3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War
3062,"Longest Day, The (1962)",Action|Drama|War
3147,"Green Mile, The (1999)",Crime|Drama
3168,Easy Rider (1969),Adventure|Drama
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
3243,Encino Man (1992),Comedy
3247,Sister Act (1992),Comedy|Crime
3253,Wayne's World (1992),Comedy
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
3386,JFK (1991),Drama|Mystery|Thriller
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy
3441,Red Dawn (1984),Action|Drama|War
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War
3450,Grumpy Old Men (1993),Comedy
3479,Ladyhawke (1985),Adventure|Fantasy|Romance
3489,Hook (1991),Adventure|Comedy|Fantasy
3527,Predator (1987),Action|Sci-Fi|Thriller
3578,Gladiator (2000),Action|Adventure|Drama
3617,Road Trip (2000),Comedy
3639,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller
3671,Blazing Saddles (1974),Comedy|Western
3702,Mad Max (1979),Action|Adventure|Sci-Fi
3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller
3729,Shaft (1971),Action|Crime|Drama|Thriller
3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy
3744,Shaft (2000),Action|Crime|Thriller
3793,X-Men (2000),Action|Adventure|Sci-Fi
3809,What About Bob? (1991),Comedy
4006,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi
5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
318,"Shawshank Redemption, The (1994)",Crime|Drama
1704,Good Will Hunting (1997),Drama|Romance
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
8798,Collateral (2004),Action|Crime|Drama|Thriller
46970,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy
48516,"Departed, The (2006)",Crime|Drama|Thriller
58559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
60756,Step Brothers (2008),Comedy
68157,Inglourious Basterds (2009),Action|Drama|War
71535,Zombieland (2009),Action|Comedy|Horror
74458,Shutter Island (2010),Drama|Mystery|Thriller
77455,Exit Through the Gift Shop (2010),Comedy|Documentary
79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
80489,"Town, The (2010)",Crime|Drama|Thriller
80906,Inside Job (2010),Documentary
86345,Louis C.K.: Hilarious (2010),Comedy
89774,Warrior (2011),Drama
91529,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX
91658,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller
99114,Django Unchained (2012),Action|Drama|Western
106782,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
109487,Interstellar (2014),Sci-Fi|IMAX
112552,Whiplash (2014),Drama
114060,The Drop (2014),Crime|Drama|Thriller
115713,Ex Machina (2015),Drama|Sci-Fi|Thriller
122882,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller
131724,The Jinx: The Life and Deaths of Robert Durst (2015),Documentary
31,Dangerous Minds (1995),Drama
647,Courage Under Fire (1996),Action|Crime|Drama|War
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance
1093,"Doors, The (1991)",Drama
1124,On Golden Pond (1981),Drama
1263,"Deer Hunter, The (1978)",Drama|War
1272,Patton (1970),Drama|War
1302,Field of Dreams (1989),Children|Drama|Fantasy
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
2424,You've Got Mail (1998),Comedy|Romance
2851,Saturn 3 (1980),Adventure|Sci-Fi|Thriller
3024,Piranha (1978),Horror|Sci-Fi
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
3949,Requiem for a Dream (2000),Drama
4518,The Lair of the White Worm (1988),Comedy|Horror
5048,Snow Dogs (2002),Adventure|Children|Comedy
5181,Hangar 18 (1980),Action|Sci-Fi|Thriller
5746,Galaxy of Terror (Quest) (1981),Action|Horror|Mystery|Sci-Fi
5764,Looker (1981),Drama|Horror|Sci-Fi|Thriller
5919,Android (1982),Sci-Fi
6238,Green Card (1990),Comedy|Drama|Romance
6835,Alien Contamination (1980),Action|Horror|Sci-Fi
7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),Action
7991,Death Race 2000 (1975),Action|Sci-Fi
26409,"Clonus Horror, The (1979)",Horror|Sci-Fi
70946,Troll 2 (1990),Fantasy|Horror
72378,2012 (2009),Action|Drama|Sci-Fi|Thriller
21,Get Shorty (1995),Comedy|Crime|Thriller
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
45,To Die For (1995),Comedy|Drama|Thriller
52,Mighty Aphrodite (1995),Comedy|Drama|Romance
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama
125,Flirting With Disaster (1996),Comedy
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy
162,Crumb (1994),Documentary
171,Jeffrey (1995),Comedy|Drama
176,Living in Oblivion (1995),Comedy
190,Safe (1995),Thriller
215,Before Sunrise (1995),Drama|Romance
222,Circle of Friends (1995),Drama|Romance
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
247,Heavenly Creatures (1994),Crime|Drama
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
319,Shallow Grave (1994),Comedy|Drama|Thriller
342,Muriel's Wedding (1994),Comedy
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
348,Bullets Over Broadway (1994),Comedy
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance
357,Four Weddings and a Funeral (1994),Comedy|Romance
368,Maverick (1994),Adventure|Comedy|Western
417,Barcelona (1994),Comedy|Romance
450,With Honors (1994),Comedy|Drama
475,In the Name of the Father (1993),Drama
492,Manhattan Murder Mystery (1993),Comedy|Mystery
509,"Piano, The (1993)",Drama|Romance
538,Six Degrees of Separation (1993),Drama
539,Sleepless in Seattle (1993),Comedy|Drama|Romance
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
599,"Wild Bunch, The (1969)",Adventure|Western
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
759,Maya Lin: A Strong Clear Vision (1994),Documentary
800,Lone Star (1996),Drama|Mystery|Western
892,Twelfth Night (1996),Comedy|Drama|Romance
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
899,Singin' in the Rain (1952),Comedy|Musical|Romance
902,Breakfast at Tiffany's (1961),Drama|Romance
904,Rear Window (1954),Mystery|Thriller
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
910,Some Like It Hot (1959),Comedy|Crime
912,Casablanca (1942),Drama|Romance
920,Gone with the Wind (1939),Drama|Romance|War
930,Notorious (1946),Film-Noir|Romance|Thriller
937,Love in the Afternoon (1957),Comedy|Romance
1046,Beautiful Thing (1996),Drama|Romance
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance
1077,Sleeper (1973),Comedy|Sci-Fi
1079,"Fish Called Wanda, A (1988)",Comedy|Crime
1084,Bonnie and Clyde (1967),Crime|Drama
1086,Dial M for Murder (1954),Crime|Mystery|Thriller
1094,"Crying Game, The (1992)",Drama|Romance|Thriller
1103,Rebel Without a Cause (1955),Drama
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir
1183,"English Patient, The (1996)",Drama|Romance|War
1188,Strictly Ballroom (1992),Comedy|Romance
1199,Brazil (1985),Fantasy|Sci-Fi
1203,12 Angry Men (1957),Drama
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance
1225,Amadeus (1984),Drama
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
1259,Stand by Me (1986),Adventure|Drama
1266,Unforgiven (1992),Drama|Western
1279,Night on Earth (1991),Comedy|Drama
1283,High Noon (1952),Drama|Western
1288,This Is Spinal Tap (1984),Comedy
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi
1449,Waiting for Guffman (1996),Comedy
1466,Donnie Brasco (1997),Crime|Drama
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
1641,"Full Monty, The (1997)",Comedy|Drama
1719,"Sweet Hereafter, The (1997)",Drama
1733,Afterglow (1997),Drama|Romance
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
1860,Character (Karakter) (1997),Drama
1883,Bulworth (1998),Comedy|Drama|Romance
1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance
1892,"Perfect Murder, A (1998)",Thriller
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
1914,Smoke Signals (1998),Comedy|Drama
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
1923,There's Something About Mary (1998),Comedy|Romance
1947,West Side Story (1961),Drama|Musical|Romance
1966,Metropolitan (1990),Comedy
1968,"Breakfast Club, The (1985)",Comedy|Drama
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
2076,Blue Velvet (1986),Drama|Mystery|Thriller
2109,"Jerk, The (1979)",Comedy
2145,Pretty in Pink (1986),Comedy|Drama|Romance
2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
2203,Shadow of a Doubt (1943),Crime|Drama|Thriller
2204,Saboteur (1942),Mystery|Thriller
2282,Pecker (1998),Comedy|Drama
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
2336,Elizabeth (1998),Drama
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
2390,Little Voice (1998),Comedy
2467,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
2583,Cookie's Fortune (1999),Comedy|Drama
2599,Election (1999),Comedy
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery
2763,"Thomas Crown Affair, The (1999)",Action|Mystery
2770,Bowfinger (1999),Comedy
2791,Airplane! (1980),Comedy
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance
2874,"Pajama Game, The (1957)",Comedy|Musical|Romance
2921,High Plains Drifter (1973),Western
2926,Hairspray (1988),Comedy|Drama
2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
3044,Dead Again (1991),Mystery|Romance|Thriller
3060,"Commitments, The (1991)",Comedy|Drama|Musical
3079,Mansfield Park (1999),Comedy|Drama|Romance
3083,All About My Mother (Todo sobre mi madre) (1999),Drama
3160,Magnolia (1999),Drama
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
3204,"Boys from Brazil, The (1978)",Action|Mystery|Thriller
3255,"League of Their Own, A (1992)",Comedy|Drama
3317,Wonder Boys (2000),Comedy|Drama
3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance
3365,"Searchers, The (1956)",Drama|Western
3408,Erin Brockovich (2000),Drama
3481,High Fidelity (2000),Comedy|Drama|Romance
3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western
3538,East is East (1999),Comedy
3591,Mr. Mom (1983),Comedy|Drama
3788,Blow-Up (Blowup) (1966),Drama|Mystery
3851,I'm the One That I Want (2000),Comedy
3897,Almost Famous (2000),Drama
3911,Best in Show (2000),Comedy
3967,Billy Elliot (2000),Drama
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
4002,"Planes, Trains & Automobiles (1987)",Comedy
4014,Chocolat (2000),Drama|Romance
4020,"Gift, The (2000)",Thriller
4021,Before Night Falls (2000),Drama
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
4029,State and Main (2000),Comedy|Drama
4033,Thirteen Days (2000),Drama|Thriller|War
4034,Traffic (2000),Crime|Drama|Thriller
4074,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",Drama
4121,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi
4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance
4166,Series 7: The Contenders (2001),Action|Drama
4226,Memento (2000),Mystery|Thriller
4239,Blow (2001),Crime|Drama
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance
4252,"Circle, The (Dayereh) (2000)",Drama
4260,"Visit, The (2000)",Drama
4273,Under the Sand (2000),Drama
4308,Moulin Rouge (2001),Drama|Musical|Romance
4347,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama
4381,"Closet, The (Placard, Le) (2001)",Comedy
4641,Ghost World (2001),Comedy|Drama
4741,Together (Tillsammans) (2000),Comedy|Drama|Romance
4765,L.I.E. (2001),Drama
4881,"Man Who Wasn't There, The (2001)",Crime|Drama
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
4902,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",Drama|Fantasy|Horror|Thriller|War
4967,No Man's Land (2001),Drama|War
34,Babe (1995),Children|Drama
36,Dead Man Walking (1995),Crime|Drama
39,Clueless (1995),Comedy|Romance
150,Apollo 13 (1995),Adventure|Drama|IMAX
153,Batman Forever (1995),Action|Adventure|Comedy|Crime
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
261,Little Women (1994),Drama
266,Legends of the Fall (1994),Drama|Romance|War|Western
290,Once Were Warriors (1994),Crime|Drama
300,Quiz Show (1994),Drama
344,Ace Ventura: Pet Detective (1994),Comedy
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
410,Addams Family Values (1993),Children|Comedy|Fantasy
474,In the Line of Fire (1993),Action|Thriller
515,"Remains of the Day, The (1993)",Drama|Romance
531,"Secret Garden, The (1993)",Children|Drama
534,Shadowlands (1993),Drama|Romance
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
597,Pretty Woman (1990),Comedy|Romance
2,Jumanji (1995),Adventure|Children|Fantasy
4,Waiting to Exhale (1995),Comedy|Drama|Romance
5,Father of the Bride Part II (1995),Comedy
7,Sabrina (1995),Comedy|Romance
8,Tom and Huck (1995),Adventure|Children
10,GoldenEye (1995),Action|Adventure|Thriller
11,"American President, The (1995)",Comedy|Drama|Romance
13,Balto (1995),Adventure|Animation|Children
15,Cutthroat Island (1995),Action|Adventure|Romance
16,Casino (1995),Crime|Drama
17,Sense and Sensibility (1995),Drama|Romance
19,Ace Ventura: When Nature Calls (1995),Comedy
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller
24,Powder (1995),Drama|Sci-Fi
25,Leaving Las Vegas (1995),Drama|Romance
26,Othello (1995),Drama
27,Now and Then (1995),Children|Drama
41,Richard III (1995),Drama|War
43,Restoration (1995),Drama
46,How to Make an American Quilt (1995),Drama|Romance
54,"Big Green, The (1995)",Children|Comedy
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy
61,Eye for an Eye (1996),Drama|Thriller
